"","Code","Reference","Country","Site","Latitude","Longitude","MAT..�.C...Origin.data.","MAP..mm...Origin.data.","Elevation..m.a.s.l..","Slope..Origin.data.","Vegetation.type..Origin.data.","Stand.age","Parent.material..origin.data.","Soil.type..Origin.data.","Soil.class","Soil.age..a.","Comment..Site.note.","Soil.hori","X.","P.inorg..mg.kg...Resin..origin.data.","P.inorg..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...First.two..BicPi.W.R.Pi...ori....","P.org..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...Hydroxide..origin.data.","P.org..mg.kg...Hydroxide..origin.data.","P..mg.kg...Apatite..origin.data.","P.inorg..mg.kg...Sonic..origin.data.","P.org..mg.kg...Sonic..origin.data.","P.inorg..mg.kg...Conc...HCl..origin.data.","P.org..mg.kg...Conc...HCl..origin.data.","P..mg.kg...Residue..origin.data.","P.org..mg.kg...Total..origin.data.","P..mg.kg...Sum.of.P.fraction..origin.data.","P..mg.kg...Total.P.measured.separat..ori....","Comment..Notes.about.P.fractions..orig....","pH","TOC....","TN....","Al..mg.kg...DCB.Al..origin.data.","Fe..mg.kg...DCB.Al..origin.data.","Al..mg.kg...Oxalate..origin.data.","Fe..mg.kg...Oxalate..origin.data.","DBD..g.cm..3.","Texture","Sand....","Silt....","X.2.µm...9.phi....","Method.comm","P..mg.kg...Microbial.biomass..origin.data.","Lat.2","Long.2","MAT..�.C...MAT2..site.mean.annual.tempat....","MAP..mm...MAP2..site.mean.annual.precip....","Aridity.index","Elev2..m.a.s.l..","Soil.type..Soil.type2..according.to.USDA....","Parent.material..Parent.material2.","Vegetation.type..Vegetation.type2..grouped.int....","Slope..Slope2..slope.expressed.in.pe....","Depth.soil..m.","Comment","Code..Soil.depth.code..0..organic.l....","P..mg.kg...Total.P2..total..sum.of.P.fra....","P.inorg..mg.kg...Available..sum.of.HCO3Pi.and.....","P.org..mg.kg...Sum.of.HCO3.Po.and.OH.Po.","P.inorg..mg.kg...Primary.P..HCI.Pi.","P.inorg..mg.kg...Secondary.P..OH.Pi.","P..mg.kg...Occluded.P..TP.sum.resin.P..b...."
"669",669,"Jien et al. 2016","China","Taiwan",24.5141,121.59,10,3200,1960,10,"Forest","Native","Shales and slates of the Lushan formation","Typic Epiaquult","USDA system",NA,"3-BC",">36 cm","1.20",NA,3.4,NA,11.1,40.1,106,2.4,NA,NA,NA,NA,157,69,NA,272,"First extracted by KCl",4.32,1.25,NA,NA,54000,NA,12700,NA,"",2.7,36.1,61.2,"Pipette method",NA,24.5141,121.59,10,3200,3.32,1960,"Ultisols","","Forest",5.71,36,"",3,272,4.6,117.1,2.4,40.1,157
"670",670,"Jien et al. 2016","China","Taiwan",24.5133,121.596,10,3200,1870,15,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquult","USDA system",NA,"4-A","0-10 cm","6.30",NA,51.4,NA,40.6,76.6,228,7.2,NA,NA,NA,NA,201,278,NA,643,"First extracted by KCl",3.87,10.8,NA,NA,3980,NA,3070,NA,"",9.5,52.5,38,"Pipette method",NA,24.5133,121.596,10,3200,3.25,1870,"Ultisols","","Forest",8.53,5,"",1,643,57.7,268.6,7.2,76.6,201
"671",671,"Jien et al. 2016","China","Taiwan",24.5133,121.596,10,3200,1870,15,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquult","USDA system",NA,"4-E","10-20 cm","1.40",NA,8.2,NA,13.7,22.2,78.2,1.8,NA,NA,NA,NA,110,83,NA,226,"First extracted by KCl",4.21,2.27,NA,NA,4770,NA,1280,NA,"",18.7,43.1,38.2,"Pipette method",NA,24.5133,121.596,10,3200,3.25,1870,"Ultisols","","Forest",8.53,15,"",2,226,9.6,91.9,1.8,22.2,110
"672",672,"Jien et al. 2016","China","Taiwan",24.5133,121.596,10,3200,1870,15,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquult","USDA system",NA,"4-Bt","20-45 cm","1.20",NA,4,NA,12.9,37.8,91.7,1.8,NA,NA,NA,NA,130,63,NA,238,"First extracted by KCl",4.48,1.24,NA,NA,53400,NA,10600,NA,"",7.6,39.5,52.9,"Pipette method",NA,24.5133,121.596,10,3200,3.25,1870,"Ultisols","","Forest",8.53,32.5,"",3,238,5.2,104.6,1.8,37.8,130
"673",673,"Jien et al. 2016","China","Taiwan",24.5143,121.598,10,3200,1858,8,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"5-A","0-10 cm","3.90",NA,63,NA,133,92.4,332,8.2,NA,NA,NA,NA,153,447,NA,767,"First extracted by KCl",4.23,9.09,NA,NA,6120,NA,4500,NA,"",4.5,56.3,39.2,"Pipette method",NA,24.5143,121.598,10,3200,3.21,1858,"Inceptisol","","Forest",4.57,5,"",1,767,66.9,465,8.2,92.4,153
"674",674,"Jien et al. 2016","China","Taiwan",24.5143,121.598,10,3200,1858,8,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"5-E","10-22 cm","1.20",NA,10.6,NA,30.4,39.5,99.8,2.6,NA,NA,NA,NA,117,121,NA,293,"First extracted by KCl",4.25,2.34,NA,NA,3610,NA,1450,NA,"",15.2,43.7,41.1,"Pipette method",NA,24.5143,121.598,10,3200,3.21,1858,"Inceptisol","","Forest",4.57,16,"",2,293,11.8,130.2,2.6,39.5,117
"675",675,"Jien et al. 2016","China","Taiwan",24.5143,121.598,10,3200,1858,8,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"5-EB","22-55  cm","1.00",NA,11.7,NA,19.9,86.9,101,2.1,NA,NA,NA,NA,181,46,NA,329,"First extracted by KCl",4.5,1.81,NA,NA,12800,NA,1710,NA,"",16.2,31.6,52.2,"Pipette method",NA,24.5143,121.598,10,3200,3.21,1858,"Inceptisol","","Forest",4.57,38.5,"",3,329,12.7,120.9,2.1,86.9,181
"676",676,"Jien et al. 2016","China","Taiwan",24.5143,121.598,10,3200,1858,8,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"5-BC","55-57 cm","0.90",NA,5.2,NA,17.5,97.5,119,5.1,NA,NA,NA,NA,196,85,NA,390,"First extracted by KCl",4.82,1.12,NA,NA,31600,NA,12200,NA,"",35.1,30.4,34.5,"Pipette method",NA,24.5143,121.598,10,3200,3.21,1858,"Inceptisol","","Forest",4.57,56,"",3,390,6.1,136.5,5.1,97.5,196
"677",677,"Jien et al. 2016","China","Taiwan",24.515,121.598,10,3200,1860,0,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"6-A","0-3 cm","1.40",NA,18.3,NA,54.3,62.9,204,2.6,NA,NA,NA,NA,133,269,NA,487,"First extracted by KCl",4.34,7.5,NA,NA,17500,NA,4920,NA,"",4.9,52.5,42.6,"Pipette method",NA,24.515,121.598,10,3200,3.21,1860,"Inceptisol","","Forest",0,1.5,"",1,487,19.7,258.3,2.6,62.9,133
"678",678,"Jien et al. 2016","China","Taiwan",24.515,121.598,10,3200,1860,0,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"6-BW","3-12 cm","0.90",NA,5.1,NA,9.1,34.8,52.3,1.9,NA,NA,NA,NA,93.6,57,NA,194,"First extracted by KCl",4.73,1.12,NA,NA,36900,NA,8910,NA,"",6.5,63.5,30,"Pipette method",NA,24.515,121.598,10,3200,3.21,1860,"Inceptisol","","Forest",0,7.5,"",1,194,6,61.4,1.9,34.8,93.6
"679",679,"Jien et al. 2016","China","Taiwan",24.5143,121.601,10,3200,1855,0,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"7-OA","0-11 cm","1.20",NA,24.5,NA,27.3,106,171,8.7,NA,NA,NA,NA,149,212,NA,501,"First extracted by KCl",4.64,3.32,NA,NA,10800,NA,4240,NA,"",NA,NA,NA,"Pipette method",NA,24.5143,121.601,10,3200,3.15,1855,"Inceptisol","","Forest",0,5.5,"",1,501,25.7,198.3,8.7,106,149
"680",680,"Jien et al. 2016","China","Taiwan",24.5143,121.601,10,3200,1855,0,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"7-AE","11-25 cm","1.10",NA,7.1,NA,31.9,47.8,172,2.7,NA,NA,NA,NA,118,196,NA,373,"First extracted by KCl",4.59,1.58,NA,NA,10900,NA,3640,NA,"",21.4,38.7,39.9,"Pipette method",NA,24.5143,121.601,10,3200,3.15,1855,"Inceptisol","","Forest",0,18,"",2,373,8.2,203.9,2.7,47.8,118
"681",681,"Jien et al. 2016","China","Taiwan",24.5143,121.601,10,3200,1855,0,"Forest","Native","Shales and slates of the Lushan formation","Humic Epiaquept","USDA system",NA,"7-BC","25-50 cm","0.90",NA,3.9,NA,27.4,50.8,153,2.3,NA,NA,NA,NA,144,144,NA,346,"First extracted by KCl",5.24,1.62,NA,NA,24800,NA,8740,NA,"",17.8,42.9,39.3,"Pipette method",NA,24.5143,121.601,10,3200,3.15,1855,"Inceptisol","","Forest",0,37.5,"",3,346,4.8,180.4,2.3,50.8,144
"682",682,"Wang et al. 2017","China","Baisha county",19.3,109.6333,22.7,1940,NA,NA,"Forest","15","Glacial deposits","Oxisol","USDA system",NA,"MR","0-20 cm","",NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,76.1,NA,147.9,NA,"Resin Pi not  reported",5.04,1.04,0.152,NA,NA,NA,NA,NA,"",NA,NA,NA,"",7.86,19.3,109.63333,22.7,1940,1.11,NA,"Oxisols","","Forest",NA,10,"",2,147.9,NA,NA,7.86,0,76.1
"683",683,"Wang et al. 2017","China","Baisha county",19.3,109.6333,22.7,1940,NA,NA,"Forest","15","Glacial deposits","Oxisol","USDA system",NA,"AF","0-20 cm","",NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,53.2,NA,102.8,NA,"Resin Pi not  reported",5.12,0.88,0.127,NA,NA,NA,NA,NA,"",NA,NA,NA,"",6.18,19.3,109.63333,22.7,1940,1.11,NA,"Oxisols","","Forest",NA,10,"",2,102.8,NA,NA,6.18,0,53.2
"684",684,"Wang et al. 2017","China","Baisha county",19.3,109.6333,22.7,1940,NA,NA,"Forest","Native","Glacial deposits","Oxisol","USDA system",NA,"NF","0-20 cm","",NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,59.5,NA,127.5,NA,"Resin Pi not  reported",5.59,1.97,0.16,NA,NA,NA,NA,NA,"",NA,NA,NA,"",9.63,19.3,109.63333,22.7,1940,1.11,NA,"Oxisols","","Forest",NA,10,"",2,127.5,NA,NA,9.63,0,59.5
"685",685,"Zhou et al. 2016","China","Gongga",29.6099,102.086,10.08,1254,2032,NA,"Forest","Native","Glacial deposits","Oxisol","USDA system",NA,"S1","0-7.9","",40.4,12,NA,13.1,9.4,145.1,556.5,NA,NA,56.3,51,181.9,209.3,1066.2,NA,"",6.59,5.6,NA,2200,5700,NA,NA,0.62,"",NA,NA,NA,"",24.51,29.6099,102.086,10.08,1254,0.9,2032,"Oxisols","","Forest",NA,3.95,"",1,1066.2,52.48,158.27,556.52,9.44,289.2
"686",686,"Zhou et al. 2016","China","Gongga",29.6099,102.086,10.08,1254,2032,NA,"Forest","Native","Glacial deposits","Oxisol","USDA system",NA,"S1","07.09.17","",1.3,7.4,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128.7,NA,"",NA,NA,NA,NA,NA,NA,NA,1.27,"",NA,NA,NA,"",NA,29.6099,102.086,10.08,1254,0.9,2032,"Oxisols","","Forest",NA,12.45,"",2,1128.7,8.66,NA,0,0,NA
"687",687,"Zhou et al. 2016","China","Gongga",29.6099,102.086,10.08,1254,2032,NA,"Forest","Native","Glacial deposits","Oxisol","USDA system",NA,"S1","17-39","",1.3,3,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,992.6,NA,"",NA,NA,NA,NA,NA,NA,NA,1.26,"",NA,NA,NA,"",NA,29.6099,102.086,10.08,1254,0.9,2032,"Oxisols","","Forest",NA,28,"",3,992.6,4.32,NA,0,0,NA
"688",688,"Zhou et al. 2016","China","Gongga",29.6009,102.06,8.08,1559,2362,NA,"Forest","Native","Glacial deposits","Ultisol","USDA system",NA,"S2","0-6.7","",44.3,26.8,NA,20.7,9.8,223.1,133.8,NA,NA,40.2,76.2,270.8,320,838.2,NA,"",6.62,12.01,NA,2500,6100,NA,NA,0.61,"",NA,NA,NA,"",96.89,29.6009,102.06,8.08,1559,0.9,2362,"Ultisols","","Forest",NA,3.35,"",1,838.2,71.11,243.76,133.78,9.79,387.2
"689",689,"Zhou et al. 2016","China","Gongga",29.6009,102.06,8.08,1559,2362,NA,"Forest","Native","Glacial deposits","Ultisol","USDA system",NA,"S2","6.7-16.8","",3.9,14.1,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.9,NA,"",NA,NA,NA,NA,NA,NA,NA,1.19,"",NA,NA,NA,"",NA,29.6009,102.06,8.08,1559,0.9,2362,"Ultisols","","Forest",NA,11.75,"",2,569.9,17.97,NA,0,0,NA
"690",690,"Zhou et al. 2016","China","Gongga",29.6009,102.06,8.08,1559,2362,NA,"Forest","Native","Glacial deposits","Ultisol","USDA system",NA,"S2","16.8-39.3","",3.9,3,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.5,NA,"",NA,NA,NA,NA,NA,NA,NA,1.31,"",NA,NA,NA,"",NA,29.6009,102.06,8.08,1559,0.9,2362,"Ultisols","","Forest",NA,28.05,"",3,551.5,6.92,NA,0,0,NA
"691",691,"Zhou et al. 2016","China","Gongga",29.5849,102.026,5.59,1923,2772,NA,"Forest","Native","Glacial deposits","Ultisol","USDA system",NA,"S3","0-6.8","",32.6,12,NA,135.2,7.7,283.8,21.4,NA,NA,31.1,37.1,236.1,456,816.2,NA,"",4.54,22.46,NA,4600,8200,NA,NA,0.81,"",NA,NA,NA,"",80.54,29.5849,102.026,5.59,1923,0.99,2772,"Ultisols","","Forest",NA,3.4,"",1,816.2,44.65,418.97,21.4,7.69,304.2
"692",692,"Zhou et al. 2016","China","Gongga",29.5849,102.026,5.59,1923,2772,NA,"Forest","Native","Glacial deposits","Ultisol","USDA system",NA,"S3","6.8-23.7","",7.8,21.4,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.7,NA,"",NA,NA,NA,NA,NA,NA,NA,1.28,"",NA,NA,NA,"",NA,29.5849,102.026,5.59,1923,0.99,2772,"Ultisols","","Forest",NA,15.25,"",2,525.7,29.24,NA,0,0,NA
"693",693,"Zhou et al. 2016","China","Gongga",29.5849,102.026,5.59,1923,2772,NA,"Forest","Native","Glacial deposits","Ultisol","USDA system",NA,"S3","23.7-59.7","",1.3,5.7,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.1,NA,"",NA,NA,NA,NA,NA,NA,NA,1.23,"",NA,NA,NA,"",NA,29.5849,102.026,5.59,1923,0.99,2772,"Ultisols","","Forest",NA,41.7,"",3,669.1,6.99,NA,0,0,NA
"694",694,"Zhou et al. 2016","China","Gongga",29.5729,101.99,3.84,1933,3060,NA,"Forest","Native","Glacial deposits","Spodosol","USDA system",NA,"S4","0-10.2","",75.7,34.1,NA,116.4,25.2,314.1,96.3,NA,NA,42.9,58.7,318.4,489.3,1066.2,NA,"",4.16,24.46,NA,5300,10700,NA,NA,0.62,"",NA,NA,NA,"",149.42,29.5729,101.99,3.84,1933,1.08,3060,"Spodosols","","Forest",NA,5.1,"",1,1066.2,109.78,430.51,96.32,25.17,420
"695",695,"Zhou et al. 2016","China","Gongga",29.5729,101.99,3.84,1933,3060,NA,"Forest","Native","Glacial deposits","Spodosol","USDA system",NA,"S4","10.2-29.5","",15.7,42.8,NA,109.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,NA,"",NA,NA,NA,NA,NA,NA,NA,1.04,"",NA,NA,NA,"",NA,29.5729,101.99,3.84,1933,1.08,3060,"Spodosols","","Forest",NA,19.85,"",2,875,58.48,NA,0,0,NA
"696",696,"Zhou et al. 2016","China","Gongga",29.5729,101.99,3.84,1933,3060,NA,"Forest","Native","Glacial deposits","Spodosol","USDA system",NA,"S4","29.5-69.5","",3.9,21.4,NA,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.4,NA,"",NA,NA,NA,NA,NA,NA,NA,1.16,"",NA,NA,NA,"",NA,29.5729,101.99,3.84,1933,1.08,3060,"Spodosols","","Forest",NA,49.5,"",3,779.4,25.33,NA,0,0,NA
"697",697,"Zhou et al. 2016","China","Gongga",29.5505,101.97,0.48,3211,3614,NA,"Shrub","Native","Glacial deposits","Alfisol","USDA system",NA,"S5","0-6.2","",147.4,29.4,NA,86.4,58,175.5,45.5,NA,NA,34.3,83.9,311.9,345.8,1003.7,NA,"",3.84,20.32,NA,3700,5600,NA,NA,0.59,"",NA,NA,NA,"",113.23,29.5505,101.97,0.48,3211,1.24,3614,"Alfisols","","Shrub",NA,3.1,"",1,1003.7,176.83,261.84,45.48,58.04,430.1
"698",698,"Zhou et al. 2016","China","Gongga",29.5505,101.97,0.48,3211,3614,NA,"Shrub","Native","Glacial deposits","Alfisol","USDA system",NA,"S5","6.2-16.2","",18.3,60.2,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.9,NA,"",NA,NA,NA,NA,NA,NA,NA,1.04,"",NA,NA,NA,"",NA,29.5505,101.97,0.48,3211,1.24,3614,"Alfisols","","Shrub",NA,11.2,"",2,955.9,78.48,NA,0,0,NA
"699",699,"Zhou et al. 2016","China","Gongga",29.5505,101.97,0.48,3211,3614,NA,"Shrub","Native","Glacial deposits","Alfisol","USDA system",NA,"S5","16.2-41.7","",3.9,2.7,NA,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,NA,"",NA,NA,NA,NA,NA,NA,NA,1.11,"",NA,NA,NA,"",NA,29.5505,101.97,0.48,3211,1.24,3614,"Alfisols","","Shrub",NA,28.95,"",3,864,6.59,NA,0,0,NA
"700",700,"Zhou et al. 2016","China","Gongga",29.5454,101.964,-0.88,2557,3838,NA,"Alpine meadow","Native","Glacial deposits","Inceptisol","USDA system",NA,"S6","0-3.6","",50.9,26.8,NA,101.4,24.1,342.2,548.5,NA,NA,84.6,29.4,379.1,473,1580.9,NA,"",6.6,14.62,NA,3700,8200,NA,NA,0.55,"",NA,NA,NA,"",145.91,29.5454,101.964,-0.88,2557,1.34,3838,"Inceptisol","","Meadow",NA,1.8,"",1,1580.9,77.64,443.65,548.5,24.13,493.1
"701",701,"Zhou et al. 2016","China","Gongga",29.5454,101.964,-0.88,2557,3838,NA,"Alpine meadow","Native","Glacial deposits","Inceptisol","USDA system",NA,"S6","3.6-11.6","",18.3,20.4,NA,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716.9,NA,"",NA,NA,NA,NA,NA,NA,NA,1.11,"",NA,NA,NA,"",NA,29.5454,101.964,-0.88,2557,1.34,3838,"Inceptisol","","Meadow",NA,7.6,"",1,1716.9,38.67,NA,0,0,NA
"702",702,"Zhou et al. 2016","China","Gongga",29.5454,101.964,-0.88,2557,3838,NA,"Alpine meadow","Native","Glacial deposits","Inceptisol","USDA system",NA,"S6","11.6-42.1","",7.8,19.4,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797.8,NA,"",NA,NA,NA,NA,NA,NA,NA,1.14,"",NA,NA,NA,"",NA,29.5454,101.964,-0.88,2557,1.34,3838,"Inceptisol","","Meadow",NA,26.85,"",3,1797.8,27.23,NA,0,0,NA
"703",703,"Zhou et al. 2016","China","Gongga",29.5415,101.955,-3.29,1036,4235,NA,"Alpine meadow","Native","Glacial deposits","Entisols","USDA system",NA,"S7","0-2.2","",123.9,36.1,NA,88.3,18.5,372.6,615.4,NA,NA,69.6,49,186.3,509.8,1558.8,NA,"",7.13,12.68,NA,3300,6500,NA,NA,0.57,"",NA,NA,NA,"",129.57,29.5415,101.955,-3.29,1036,1.55,4235,"Entisols","","Meadow",NA,1.1,"",1,1558.8,160.05,460.83,615.39,18.53,304.9
"704",704,"Zhou et al. 2016","China","Gongga",29.5415,101.955,-3.29,1036,4235,NA,"Alpine meadow","Native","Glacial deposits","Entisols","USDA system",NA,"S7","2.2-5.5","",58.7,24.1,NA,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639.7,NA,"",NA,NA,NA,NA,NA,NA,NA,1.02,"",NA,NA,NA,"",NA,29.5415,101.955,-3.29,1036,1.55,4235,"Entisols","","Meadow",NA,3.85,"",1,1639.7,82.78,NA,0,0,NA
"705",705,"Zhou et al. 2016","China","Gongga",29.5415,101.955,-3.29,1036,4235,NA,"Alpine meadow","Native","Glacial deposits","Entisols","USDA system",NA,"S7","05.05.31","",7.8,10.4,NA,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687.5,NA,"",NA,NA,NA,NA,NA,NA,NA,1.3,"",NA,NA,NA,"",NA,29.5415,101.955,-3.29,1036,1.55,4235,"Entisols","","Meadow",NA,18.25,"",2,1687.5,18.2,NA,0,0,NA
"706",706,"Maranguit et al. 2017","Indonesia","Jambi province in Sumatra",NA,NA,27,2200,75,NA,"Forest","16","","Acrisol","WRB system",NA,"","0-10 cm","",NA,NA,5.1,12.2,17.6,33,NA,NA,NA,NA,NA,83.3,44.9,151,NA,"Sum of resinpi and hco3pi",NA,3.34,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-1.27389,102.61472,27,2200,1.58,75,"Ultisols","","Forest",NA,5,"",1,151,5.1,45.2,0,17.62,83.3
"707",707,"Maranguit et al. 2017","Indonesia","Jambi province in Sumatra",NA,NA,27,2200,75,NA,"Forest","16","","Acrisol","WRB system",NA,"","10-20 cm","",NA,NA,5.33,5.7,10.9,20.7,NA,NA,NA,NA,NA,52.9,26.2,94.9,NA,"Sum of resinpi and hco3pi",NA,1.37,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-1.27389,102.61472,27,2200,1.58,75,"Ultisols","","Forest",NA,15,"",2,94.9,5.33,26.39,0,10.9,52.9
"708",708,"Maranguit et al. 2017","Indonesia","Jambi province in Sumatra",NA,NA,27,2200,75,NA,"Forest","16","","Acrisol","WRB system",NA,"","20-50 cm","",NA,NA,4.44,2.4,8,16.3,NA,NA,NA,NA,NA,38.3,19.5,70.5,NA,"Sum of resinpi and hco3pi",NA,0.67,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-1.27389,102.61472,27,2200,1.58,75,"Ultisols","","Forest",NA,35,"",3,70.5,4.44,18.72,0,7.95,38.3
"709",709,"Maranguit et al. 2017","Indonesia","Jambi province in Sumatra",NA,NA,27,2200,75,NA,"Forest","16","","Acrisol","WRB system",NA,"","50-60 cm","",NA,NA,2.84,2.1,6.7,11.2,NA,NA,NA,NA,NA,35,13.3,57.7,NA,"Sum of resinpi and hco3pi",NA,0.57,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-1.27389,102.61472,27,2200,1.58,75,"Ultisols","","Forest",NA,55,"",3,57.7,2.84,13.28,0,6.72,35
"710",710,"Shafqat et al. 2016","Paskistan","Thandani area national forest",NA,NA,NA,2200,2103,NA,"Forest","Native","Calcite and dolomite","Ultisol","USDA system",NA,"Average of three treatments","0-5 cm","2.22",NA,14.7,NA,33.1,47.8,236,140.3,NA,NA,NA,NA,NA,NA,NA,NA,"First extracted with water",6.53,8.16,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,34.2347,73.35417,NA,2200,1.46,2103,"Ultisols","","Forest",NA,2.5,"",1,NA,16.92,269.07,140.26,47.77,NA
"711",711,"Redel et al. 2015","Chile","",-39.5667,-72.0917,11,4550,1100,NA,"Forest","200","","Andisol","USDA system",NA,"","0-18 cm","",22.3,39.3,NA,128.4,152.8,668.4,25.5,NA,NA,NA,NA,NA,829,NA,2028,"",4.7,12,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",230,-39.56667,-72.09167,11,4550,2.14,1100,"Andisols","","Forest",NA,9,"",1,2028,61.54,796.82,25.46,152.79,991.4
"712",712,"Redel et al. 2015","Chile","",-39.5667,-72.0917,11,4550,1100,NA,"Grass","","","Andisol","USDA system",NA,"","0-18 cm","",8.5,23.3,NA,95.5,137.9,722.5,39.3,NA,NA,NA,NA,NA,1176,NA,2157,"",5.3,12,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",38,-39.56667,-72.09167,11,4550,2.14,1100,"Andisols","","Grass",NA,9,"",1,2157,31.83,818.04,39.26,137.93,1129.9
"713",713,"Lloyd et al. 2015","Bolivia","Amazon Basin",-18.4127,-60.8019,24.8,820,NA,NA,"Forest","Native","","Haplic Cambisol (Hypereutric, Greyic, Siltic)","WRB system",NA,"TUC-01","0-30 cm","",37.1882,32.6531,NA,28.1179,54.4218,108.39,37.188,NA,NA,NA,NA,237.5,NA,NA,NA,"",6.1,1.08,0.12,NA,NA,NA,NA,NA,"",48,35,18,"Pipette method",NA,-18.4127,-60.8019,24.8,820,0.46,291,"Inceptisol","","Forest",NA,15,"",2,535.5,69.84,136.51,37.19,54.42,237.5
"714",714,"Lloyd et al. 2015","Bolivia","Amazon Basin",-18.4127,-60.8019,24.7,890,NA,NA,"Savanna","Native","","Ferallic Cambisol (Hypereutric)","WRB system",NA,"TUC-03","0-30 cm","",1.81406,11.79134,NA,6.3492,2.2676,34.9207,1.3605,NA,NA,NA,NA,50.6,NA,NA,NA,"",6.4,0.62,0.05,NA,NA,NA,NA,NA,"",78,18,4,"Pipette method",NA,-18.4127,-60.8019,24.7,890,0.46,291,"Inceptisol","","Savanna",NA,15,"",2,109.1,13.61,41.27,1.36,2.27,50.6
"715",715,"Lloyd et al. 2015","Bolivia","Amazon Basin",-16.4021,-61.2264,24.6,1150,NA,NA,"Forest","Native","","Plinthic Acrisol (Epieutric, Epiarenic)","WRB system",NA,"OTT-01","0-30 cm","",6.80272,12.69838,NA,10.4309,9.5238,36.2812,4.5351,NA,NA,NA,NA,143.4,NA,NA,NA,"",5.9,1.08,0.12,NA,NA,NA,NA,NA,"",75,14,10,"Pipette method",NA,-16.4021,-61.2264,24.6,1150,0.62,444,"Ultisols","","Forest",NA,15,"",2,223.7,19.5,46.71,4.54,9.52,143.4
"716",716,"Lloyd et al. 2015","Bolivia","Amazon Basin",-16.4021,-61.2264,24.6,1150,NA,NA,"Savanna","Native","","Haplic Ferralsol (Dystric, Xanthic)","WRB system",NA,"OTT-02","0-30 cm","",3.62812,9.52378,NA,4.5352,2.7211,28.5714,0.907,NA,NA,NA,NA,50.3,NA,NA,NA,"",5.1,0.55,0.05,NA,NA,NA,NA,NA,"",71,10,19,"Pipette method",NA,-16.4021,-61.2264,24.6,1150,0.62,444,"Oxisols","","Savanna",NA,15,"",2,100.2,13.15,33.11,0.91,2.72,50.3
"717",717,"Lloyd et al. 2015","Bolivia","Amazon Basin",-16.4021,-61.2264,24.6,1150,NA,NA,"Savanna","Native","","Umbric Ferralsol (Dystric)","WRB system",NA,"OTT-03","0-30 cm","",4.98866,9.52384,NA,7.2562,10.8844,34.4671,0.907,NA,NA,NA,NA,62.2,NA,NA,NA,"",5.2,1.58,0.12,NA,NA,NA,NA,NA,"",65,18,17,"Pipette method",NA,-16.4021,-61.2264,24.6,1150,0.62,444,"Oxisols","","Savanna",NA,15,"",2,130.2,14.51,41.72,0.91,10.88,62.2
